ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1002132537,Mike Moreno Group - Fall 2011 Release,Jazz,Music,USD,15 05 2011,8000,2011-04-08 15:56:53,9137,successful,106,US,9137,9137,8000
1002133517,SANSIN_Band EP,Rock,Music,USD,1 08 2015,400,2015-07-02 01:51:05,0,failed,0,US,0,0,400
1002139381,Tales from Sheepland: from the imagination of a child,Children's Books,Publishing,USD,9 09 2014,2000,2014-07-31 00:54:00,2522,successful,51,US,2522,2522,2000
1002139540,The Kindness of Strangers,Nonfiction,Publishing,USD,15 09 2014,3021,2014-08-31 20:40:19,113,failed,5,US,113,113,3021
1002140523,Maybe It's Poison,Tabletop Games,Games,USD,21 10 2017,25000,2017-09-21 17:00:19,7069,failed,191,US,3874,7069,25000
1002151750,Smart Dive Buddy: Smartphone Dive Camera & Computer,Hardware,Technology,USD,26 07 2014,15000,2014-06-26 07:50:37,3877,failed,34,US,3877,3877,15000
1002181673,Final Fantasy 8 (VIII) - What Happened Next?,Fiction,Publishing,GBP,26 06 2017,20000,2017-04-28 21:03:48,40,failed,4,GB,30.88,51.91,25956.16
1002182970,iPhone Skin Made From Real Apple Wood,Product Design,Design,USD,28 06 2012,500,2012-05-29 16:48:45,838.01,successful,31,US,838.01,838.01,500
1002183790,The Man in the Field,Horror,Film & Video,GBP,8 01 2018,850,2017-12-21 11:19:18,413,live,11,GB,13.39,563.32,1159.38
1002187988,Unmasking Mental Health Photographic Project (Canceled),Photography,Photography,GBP,16 05 2013,300,2013-03-27 20:54:31,0,canceled,0,GB,0,0,457.02
1002189572,GoalZidia | Let's Reach Our Goals Together,Web,Technology,USD,23 04 2015,18000,2015-03-19 21:01:22,410,failed,4,US,410,410,18000
1002191351,Mongol Art World Tour _ Save The Art,Performance Art,Art,USD,18 02 2015,25000,2015-01-19 11:47:04,1250,failed,9,US,1250,1250,25000
1002191592,My Darling June,Shorts,Film & Video,USD,25 09 2012,600,2012-09-05 02:28:47,10,failed,1,US,10,10,600
1002193030,"Monster Mob, the fun card game for all the monster family.",Playing Cards,Games,GBP,21 07 2016,5000,2016-06-21 22:29:45,80,failed,6,GB,29.17,104.76,6547.5
1002193523,Blacklivesmatter Series,Painting,Art,USD,19 03 2015,1100,2015-02-17 17:34:54,0,failed,0,US,0,0,1100
1002208176,Sorensen Glass Studio,Art,Art,USD,11 09 2015,10000,2015-07-28 05:01:00,10050,successful,32,US,10050,10050,10000
1002211518,FREE SUPERCOMPUTER,Software,Technology,USD,11 11 2014,98000,2014-10-04 02:46:26,1,failed,1,US,1,1,98000
1002222234,Kings & Astronauts Documentary,Documentary,Film & Video,USD,6 08 2012,7500,2012-06-22 02:14:25,691,failed,21,US,691,691,7500
1002222363,"""MUSIC OVER FAME"" (NO DIVA DJS) T-Shirt",Art,Art,USD,18 03 2016,5000,2016-02-17 18:55:29,33,failed,4,US,33,33,5000
1002226766,GLAMAZON: Publishing Campaign! (Canceled),Fiction,Publishing,USD,9 08 2014,16000,2014-06-10 23:15:37,375,canceled,5,US,375,375,16000
1002234028,æmp:dance / amiti perry + company,Dance,Dance,USD,30 05 2011,3500,2011-05-18 20:06:41,3520,successful,30,US,3520,3520,3500
100224840,Flutter & Flow Knitting Book,Knitting,Crafts,USD,1 03 2017,2000,2017-02-13 16:42:14,2025,successful,38,US,80,2025,2000
1002250421,Spiele für iOS und Android / Games for Android and iOS,Mobile Games,Games,EUR,24 06 2015,2000,2015-06-03 17:12:38,1,canceled,1,DE,1.09,1.12,2240.39
1002264833,Sci-Fi Janitors VS the Redbull Soapbox Race,Webseries,Film & Video,USD,13 05 2012,2500,2012-05-03 21:51:06,2708,successful,40,US,2708,2708,2500
1002269200,Redemption,Hip-Hop,Music,USD,11 04 2013,2000,2013-03-12 17:27:11,0,failed,0,US,0,0,2000
1002272545,Course: Make a Stunning Fantasy RPG with GameMaker Studio,Video Games,Games,USD,13 08 2016,10200,2016-07-14 00:01:11,20709.5,successful,1258,US,11973.5,20709.5,10200
100227845,Secret Behavior Magazine,Art Books,Publishing,USD,5 08 2014,16000,2014-07-14 22:22:21,17563,successful,136,US,17563,17563,16000
1002287054,Michale Graves “Vagabond Acoustic” Extremely Limited Edition,Rock,Music,USD,27 05 2013,2500,2013-05-06 01:54:34,12413,successful,240,US,12413,12413,2500
1002289150,Odyssey Skateboards Launch,Graphic Design,Design,USD,20 12 2014,700,2014-11-20 06:55:12,341,failed,5,US,341,341,700
1002294238,PoolPooj,Nonfiction,Publishing,USD,3 09 2015,15000,2015-08-04 17:38:06,0,failed,0,US,0,0,15000
1002295749,Help Momma Root's Bake Shop Make The Big Move!,Small Batch,Food,USD,30 06 2017,5500,2017-05-31 03:06:33,275,canceled,2,US,0,275,5500
1002299677,A Dark Forest,Comic Books,Comics,GBP,28 06 2015,200,2015-05-14 16:00:06,1097,successful,89,GB,1719.14,1713.93,312.48
1002304874,Shoot For Thrill or Shoot To Kill? Political Sculpture,Sculpture,Art,USD,1 04 2015,500,2015-02-04 18:51:00,1745,successful,23,US,1745,1745,500
100230798,The Structure,Installations,Art,USD,19 03 2015,1000,2015-02-17 12:07:49,0,failed,0,US,0,0,1000
1002308373,Money Shot,Film & Video,Film & Video,USD,18 09 2013,4000,2013-09-04 05:15:51,4279,successful,60,US,4279,4279,4000
1002312219,Vagabond: The Search for My Homeless Father,Documentary,Film & Video,USD,10 08 2014,5000,2014-07-11 17:42:33,131,failed,6,US,131,131,5000
1002342607,Earthreads...the Fabric of the Future,Apparel,Fashion,USD,1 05 2016,13500,2016-04-01 05:33:22,1383,failed,54,US,1383,1383,13500
1002344676,NO! - A game of quick moves and stolen turns,Tabletop Games,Games,CAD,27 05 2015,10000,2015-04-27 19:00:30,3969,failed,120,CA,3259.3,3189.75,8036.65
1002355670,"Amateur Prose: A book of poetry, stories and original art.",Illustration,Art,USD,15 03 2015,2300,2015-02-13 05:52:14,2455,successful,58,US,2455,2455,2300
1002363227,Little Boy Wonder - A Short Film,Film & Video,Film & Video,USD,17 02 2013,3250,2013-02-01 23:13:39,3606,successful,43,US,3606,3606,3250
100236770,JUDGED...The Irreverent Party Game,Games,Games,USD,26 12 2016,22500,2016-11-26 02:30:08,345,failed,8,US,147,345,22500
1002368838,Starting A Herb Garden,Food,Food,AUD,22 11 2014,4500,2014-10-23 01:30:31,0,failed,0,AU,0,0,3835.01
1002371950,PHANTOM-LIMBED: A Romantic Comedy,Film & Video,Film & Video,USD,15 09 2012,5000,2012-08-16 09:38:37,5975,successful,40,US,5975,5975,5000
1002372799,The Comfy - The Blanket...That's A Sweatshirt!!,Fashion,Fashion,USD,29 10 2017,50000,2017-09-29 01:46:27,1525,canceled,29,US,1060,1525,50000
1002379225,"The World's First Genuine, Intuitively-controlled Skateboard",Technology,Technology,USD,15 06 2017,5000,2017-05-01 18:37:51,61416,canceled,103,US,13700,61416,5000
1002382304,Defenders of the Realm: Minions,Tabletop Games,Games,USD,27 08 2013,25000,2013-08-07 01:07:19,91972.5,successful,622,US,91972.5,91972.5,25000
1002383422,Matt Whistler The movie - Feature Film,Film & Video,Film & Video,USD,8 07 2011,5000,2011-06-08 03:32:03,200,failed,9,US,200,200,5000
1002384825,The Undoing Trilogy,Film & Video,Film & Video,USD,10 12 2010,50000,2010-10-11 20:07:32,0,failed,0,US,0,0,50000
1002388106,R.A.D. (Canceled),Video Games,Games,USD,21 12 2015,6000,2015-11-21 19:38:19,31,canceled,4,US,31,31,6000
1002400187,The Guardians of Salus: Book #1 in the Halix series,Young Adult,Publishing,USD,23 07 2017,500,2017-06-03 22:46:42,525,successful,7,US,0,525,500
1002405311,Blakes Burgers,Restaurants,Food,USD,29 04 2015,25000,2015-03-30 19:30:52,0,failed,0,US,0,0,25000
1002407161,Build a traditional tipi.,DIY,Crafts,USD,3 09 2014,2750,2014-08-04 22:42:31,20,failed,1,US,20,20,2750
1002416983,The Legend of White Woman Creek,Country & Folk,Music,USD,16 07 2014,2500,2014-06-21 19:58:41,3100,successful,96,US,3100,3100,2500
1002418598,To Develop A New Worlds Hottest Chilli.,Community Gardens,Food,AUD,29 10 2015,900,2015-09-29 12:02:16,55,failed,4,AU,38.67,38.98,637.89
10024216,Rock The Audition-In Concert/Sheri Sanders,Theater,Theater,USD,27 09 2011,5000,2011-09-02 09:33:06,0,failed,0,US,0,0,5000
1002421792,"""Fragile"" Stephanie Mathias' First EP!",Pop,Music,USD,16 09 2016,3000,2016-08-15 14:20:16,3000,successful,60,US,986,3000,3000
1002436709,Second Scene Culture City Project,Documentary,Film & Video,USD,30 09 2012,10000,2012-08-31 15:28:11,377,failed,13,US,377,377,10000
1002444966,Agrandissement de la brasserie,Drinks,Food,CHF,8 04 2016,2300,2016-03-09 21:23:43,3837,successful,32,CH,3858.26,4009.53,2403.42
100245014,Small Footprints (Canceled),Painting,Art,USD,30 01 2011,7000,2010-12-31 07:52:40,50,canceled,1,US,50,50,7000
1002451969,GO FAR: The Christopher Rush Story (2),Documentary,Film & Video,USD,13 02 2012,5500,2012-01-21 05:51:28,11001,successful,66,US,11001,11001,5500
1002453633,Esquilo: Simple IoT Development - WiFi + Web IDE + Cloud,DIY Electronics,Technology,USD,10 06 2015,10000,2015-05-11 15:52:34,23447,successful,298,US,23447,23447,10000
1002455585,T-Bone & the Cherry Hogs,Shorts,Film & Video,USD,16 12 2012,3000,2012-11-16 01:05:14,0,failed,0,US,0,0,3000
1002456171,Random Table Wiki,Tabletop Games,Games,USD,9 04 2015,500,2015-03-10 15:30:31,501,successful,26,US,501,501,500
1002478333,"Natural face, feet, and body scrubs",Crafts,Crafts,USD,18 01 2016,120,2015-12-19 01:01:55,120,successful,1,US,120,120,120
1002484986,LDS Home Teaching App (Visiting Teaching Too),Apps,Technology,USD,17 10 2014,45000,2014-09-02 15:36:36,895,failed,71,US,895,895,45000
1002490303,"Mother, I am going",Shorts,Film & Video,GBP,31 07 2013,3000,2013-07-02 13:20:39,3396,successful,35,GB,5166.22,5145.77,4545.73
1002492289,Fritz: A Robotic Puppet,Technology,Technology,USD,1 05 2013,25000,2013-04-01 05:25:13,41136.55,successful,236,US,41136.55,41136.55,25000
10024998,Casper & The Bad Spirits LP Funding,Indie Rock,Music,USD,16 12 2014,5000,2014-11-13 04:16:22,5189,successful,59,US,5189,5189,5000
1002500521,New Abstract artist. If you love art this is for you!,Painting,Art,GBP,6 01 2017,10000,2016-12-02 10:48:07,0,canceled,0,GB,0,0,12363.38
1002511877,Minecraft Hungergames,Video Games,Games,GBP,20 12 2014,250,2014-11-20 16:27:14,3,failed,1,GB,4.68,4.66,388.4
1002512911,WORLD FAIR,Documentary,Film & Video,USD,19 03 2013,13000,2013-02-07 18:42:15,15435.55,successful,251,US,15435.55,15435.55,13000
1002514543,Campbell Glassworks Co.,Sculpture,Art,USD,13 09 2015,2500,2015-08-14 23:04:18,660,failed,12,US,660,660,2500
1002515281,Zen-Tek Aquaponics- runs on air,Technology,Technology,AUD,13 09 2015,10000,2015-08-13 11:26:57,1245,failed,6,AU,903.58,904.99,7269.03
1002519316,"Your poem, by me.",Poetry,Publishing,CAD,31 10 2015,1000,2015-10-01 20:00:32,55,failed,3,CA,40.98,41.66,757.52
1002520944,Burning Manc Festival,Metal,Music,GBP,26 11 2016,1800,2016-11-13 19:39:02,2250,successful,85,GB,541.88,2840.3,2272.24
1002521611,Airlock bike helmet,Wearables,Technology,USD,1 02 2017,150000,2017-01-02 16:55:59,590,failed,7,US,0,590,150000
1002522073,Lampenschirme und Objekte aus französischer Handarbeit,Embroidery,Crafts,EUR,31 12 2016,3500,2016-12-01 20:39:18,31,failed,2,AT,0,32.83,3706.14
1002524565,THE WOODS,Film & Video,Film & Video,USD,22 11 2010,5000,2010-09-23 03:48:43,0,failed,0,US,0,0,5000
1002538085,Green Lizzie: The only container truly adapted for recycling,Product Design,Design,SEK,25 03 2017,1700000,2017-02-24 09:06:26,40835,failed,34,SE,761.14,4579.92,190666.32
1002554777,A Better Morrissey Birthday Mix,Music,Music,USD,14 06 2011,500,2011-05-15 19:58:28,0,failed,0,US,0,0,500
1002560995,A Ride for Suicide 2015,Documentary,Film & Video,USD,31 01 2015,12000,2014-12-02 05:09:20,4370,failed,25,US,4370,4370,12000
1002570423,Suzanne Iris Mayer Solo Art Show (Canceled),Art,Art,USD,27 08 2014,2600,2014-06-28 18:14:08,0,canceled,0,US,0,0,2600
1002571103,3mm Aluminum Pick Plectrum,Music,Music,CAD,24 03 2014,1,2014-02-22 23:28:33,20,successful,9,CA,17.99,18.12,0.91
1002585330,Tara Normal,Comics,Comics,USD,5 11 2013,4000,2013-10-01 03:58:48,9047,successful,226,US,9047,9047,4000
1002586292,Photoshop for illustrators and designers.,Graphic Design,Design,USD,18 10 2013,15000,2013-09-03 19:24:11,926,failed,16,US,926,926,15000
1002590077,"Profound Fatigue, produced by Flying Deer Theater (revised)",Theater,Theater,USD,11 06 2011,900,2011-05-12 06:16:29,1010,successful,8,US,1010,1010,900
1002597730,Dungeons Heroes,Video Games,Games,EUR,28 02 2017,750,2017-01-11 02:13:55,13,failed,2,FR,8.49,13.73,792.38
1002599057,Dear Atlantas,Film & Video,Film & Video,USD,16 02 2018,2000,2017-12-18 02:48:27,5,live,1,US,5,5,2000
1002599773,Wizard Survival - Canceled Dec 1st 2015 (Canceled),Tabletop Games,Games,AUD,3 12 2015,12000,2015-11-05 05:08:49,5422,canceled,91,AU,3894.63,3967.51,8780.92
1002599863,Turn your messy Arduino projects into a clean design for 2$,DIY Electronics,Technology,CAD,8 02 2016,1000,2015-12-10 18:48:28,3035,successful,88,CA,2236.44,2179.85,718.24
1002611685,Painting an entire favela in Rio de Janeiro,Public Art,Art,USD,31 10 2013,100000,2013-09-24 07:44:13,116655.41,successful,1711,US,116655.41,116655.41,100000
1002617687,OPEN The TANK,Music,Music,USD,28 02 2016,57000,2016-02-06 15:39:33,61315,successful,694,US,61315,61315,57000
1002621189,Reed - Bringing Tablet Reading Up to Speed,Product Design,Design,USD,28 12 2011,5000,2011-11-28 19:41:24,35,failed,2,US,35,35,5000
1002624093,Flags of the world,Painting,Art,USD,19 03 2012,4000,2012-01-29 11:46:06,1040,failed,19,US,1040,1040,4000
1002629894,Art Calendar 2018,Illustration,Art,MXN,6 01 2018,1000,2017-12-21 05:34:12,0,live,0,MX,0,0,52.32
100263139,"Mover Kit: get kids moving, building & coding",Product Design,Design,USD,10 06 2016,50000,2016-05-11 14:23:14,129311,successful,1822,US,129311,129311,50000
1002633138,The VolksDangler: Hack your pockets,Product Design,Design,USD,25 05 2015,14000,2015-04-25 15:42:26,24428,successful,264,US,24428,24428,14000
100264379,P-LINK : Guitar Pickup Interchange System,Product Design,Design,AUD,30 09 2016,75000,2016-08-18 16:31:22,13863,failed,89,AU,1139.94,10556.66,57112.4
1002646104,The Book Of Bare Bones 2,Illustration,Art,GBP,30 09 2016,1000,2016-08-04 21:00:09,2552,successful,141,GB,1251.3,3308.01,1296.24
1002646572,ProFitstick | Feel the Power,Product Design,Design,EUR,31 07 2016,35000,2016-06-21 01:32:57,2321,failed,40,IE,1756.84,2589.3,39045.94
1002651584,the mailboxes forthcoming album!,Music,Music,USD,2 08 2012,2000,2012-07-03 22:03:15,2037.19,successful,37,US,2037.19,2037.19,2000
1002664274,Rocket Ranger Reloaded,Video Games,Games,USD,18 12 2014,89999,2014-11-13 01:01:38,90715,successful,942,US,90715,90715,89999
1002674727,Write my Estimate - have your estimate written anywhere!,Apps,Technology,USD,28 11 2015,10000,2015-09-29 00:32:08,0,failed,0,US,0,0,10000
1002681356,PortsCenter,Webseries,Film & Video,USD,17 12 2011,7000,2011-10-18 07:36:03,1448,failed,41,US,1448,1448,7000
1002684709,So You Like the Neighborhood,Comedy,Film & Video,USD,2 06 2016,5000,2016-05-03 22:36:28,5772.15,successful,65,US,5772.15,5772.15,5000
1002692211,SparkLab: the educational build-mobile!,Hardware,Technology,USD,24 03 2012,25000,2012-02-22 02:22:35,31275.6,successful,426,US,31275.6,31275.6,25000
1002710067,Karma Gets A Face Lift!,Shorts,Film & Video,USD,23 05 2011,1500,2011-04-23 01:56:53,0,failed,0,US,0,0,1500
1002715554,a restaurant going against the grain in colchester essex,Restaurants,Food,GBP,6 06 2016,10000,2016-05-07 13:09:27,11290,successful,167,GB,16355.07,16261.68,14403.62
1002717273,Bull & Dragon's Pop-Up Restaurant Project,Food,Food,USD,7 09 2013,34000,2013-07-29 23:29:10,596,failed,14,US,596,596,34000
1002717707,MAY THE TORQUE BE WITH YOU,Graphic Design,Design,USD,17 01 2015,1400,2014-12-19 17:24:22,1,failed,1,US,1,1,1400
1002720451,Stage one & Stage two Music theatre,Music,Music,USD,13 08 2014,300000,2014-07-14 20:47:06,0,failed,0,US,0,0,300000
1002721954,Phochron XA Film Camera Shutter Speed Tester,Camera Equipment,Technology,USD,17 11 2016,8500,2016-10-18 22:40:38,16998,successful,135,US,9699,16998,8500
1002723323,Vivian the Dog Moves to Brooklyn,Children's Books,Publishing,USD,7 07 2016,10080,2016-06-07 13:30:59,20330,successful,545,US,19011,20330,10080
1002723555,Darkghost Assignments: The Book Brothers,Fiction,Publishing,USD,2 12 2012,1675,2012-11-12 19:17:04,0,failed,0,US,0,0,1675
1002724533,This Mick's Life,Nonfiction,Publishing,USD,9 08 2014,4399,2014-07-10 07:15:44,5688,successful,62,US,5688,5688,4399
1002728217,Free soap from starting soap maker!,Crafts,Crafts,USD,19 08 2014,10,2014-07-20 07:38:32,36,successful,16,US,36,36,10
1002734991,Nice Set of Shells~~ Handmade Seashell Jewelry,Jewelry,Fashion,USD,21 10 2017,500,2017-09-21 02:28:35,145,failed,3,US,100,145,500
1002740336,Shattered & Restored,Film & Video,Film & Video,USD,25 07 2016,62700,2016-05-26 19:43:36,1041,failed,7,US,754,1041,62700
1002745522,Barry County Milk,Farms,Food,USD,21 09 2014,500000,2014-08-12 17:50:08,5,failed,1,US,5,5,500000
1002746950,The Giant Communist,Shorts,Film & Video,USD,18 07 2011,1000,2011-06-08 19:58:14,10,failed,1,US,10,10,1000
1002749658,Surf Right - A Documentary Inspired by Cold Water Surfers,Documentary,Film & Video,USD,11 04 2013,100000,2013-03-12 19:02:25,17679,failed,153,US,17679,17679,100000
100275914,Can You Survive: TREASURE ISLAND (Choose Your Path),Children's Books,Publishing,USD,9 09 2013,500,2013-08-19 15:32:10,950.01,successful,18,US,950.01,950.01,500
1002762500,Talega Holiday: Annual Halloween Light Show!,Public Art,Art,USD,19 09 2013,1000,2013-08-30 18:56:46,1100,successful,14,US,1100,1100,1000
1002767552,Help me publish my picture (kids) books!,Mixed Media,Art,USD,3 10 2012,750,2012-09-08 21:28:41,810,successful,22,US,810,810,750
1002768509,Moon's Eye View - Save The World,Film & Video,Film & Video,USD,2 07 2012,5000,2012-06-21 15:56:27,355,failed,12,US,355,355,5000
1002770238,"How safe is your food, makeup, and household products?",Software,Technology,USD,12 03 2017,7000,2017-02-11 00:19:44,1006,failed,3,US,0,1006,7000
1002772966,Geek Seekers,Webseries,Film & Video,USD,8 02 2012,5000,2012-01-19 18:26:50,7375.51,successful,138,US,7375.51,7375.51,5000
1002777672,Quern - Undying Thoughts,Video Games,Games,GBP,19 07 2015,20000,2015-06-04 01:04:00,25114,successful,1372,GB,38181.74,38862.93,30949.21
1002780789,Nabil & Karim | Anise K ~ Bicentenary Album,Music,Music,USD,24 07 2017,40000,2017-06-24 03:37:44,41224.95,successful,393,US,2000,41224.95,40000
1002783462,Destroy All Slackers - An Animated Feature Film,Animation,Film & Video,USD,18 01 2013,75000,2012-12-19 23:35:06,1195,failed,17,US,1195,1195,75000
100278912,Sheet Musica Project (Canceled),Classical Music,Music,USD,4 09 2014,2000,2014-08-05 20:02:38,95,canceled,4,US,95,95,2000
1002789295,Seeker Aerial Video Drone,Camera Equipment,Technology,USD,20 11 2014,20000,2014-10-21 15:54:41,5043,failed,10,US,5043,5043,20000
1002789956,Quikceipt! Paperless Solutions,Apps,Technology,USD,31 08 2014,150000,2014-08-01 20:55:49,50,failed,1,US,50,50,150000
1002799755,Mini Army custom minifigures (Canceled),Digital Art,Art,USD,11 06 2016,800,2016-05-20 00:03:41,0,canceled,0,US,0,0,800
1002810193,Splendid Entities: The Catalog Project,Photography,Photography,USD,20 08 2010,2500,2010-07-05 07:56:00,4331,successful,47,US,4331,4331,2500
1002812438,Champion of Children vol. 1: I'm Known as the Champ Fund,Comics,Comics,USD,31 05 2012,5000,2012-05-01 20:37:36,2580,failed,79,US,2580,2580,5000
100281397,Dragonfly,Conceptual Art,Art,CAD,26 12 2015,49786,2015-11-26 20:55:07,0,failed,0,CA,0,0,35858.54
1002835689,The Ale House String Band's Debut Album,Country & Folk,Music,USD,1 06 2013,3000,2013-05-01 02:06:04,3216,successful,75,US,3216,3216,3000
1002840021,New Cornell Hurd Band CD...Great new songs you'll love!,Country & Folk,Music,USD,8 06 2013,8000,2013-05-09 04:58:45,9408,successful,111,US,9408,9408,8000
1002843911,DodecaheDRONE: An RPG of post-apocalyptic Robots & d12s,Tabletop Games,Games,USD,6 06 2012,2400,2012-05-01 07:00:34,2695,successful,83,US,2695,2695,2400
1002854072,Spycup turns your iPhone into a hidden camera (Canceled),Gadgets,Technology,CAD,19 12 2015,5000,2015-11-19 17:26:34,6672,canceled,115,CA,5006.57,4810.38,3604.9
1002854457,FOLLOW ME - HELP US GET BARNEY,Fantasy,Film & Video,USD,1 04 2015,3000,2015-03-02 00:25:20,50,failed,1,US,50,50,3000
1002856989,Da-dome Roller Skating Rink of Brooklyn New York,Festivals,Theater,USD,10 08 2015,300000,2015-07-11 03:10:14,0,failed,0,US,0,0,300000
1002857267,Tankwork: Cooperative Tank Action,Video Games,Games,USD,16 12 2015,10000,2015-11-16 20:00:28,1745,failed,30,US,1745,1745,10000
1002864290,Winter in Mind EP Funding,Music,Music,USD,10 11 2012,2500,2012-10-11 04:12:26,3151.26,successful,88,US,3151.26,3151.26,2500
1002868550,12 Day Commision Spree #1! Get some custom hand-drawn art!,Illustration,Art,USD,21 08 2016,444,2016-08-09 23:30:37,65,failed,3,US,57,65,444
1002877175,"Charlene Kaye makes a new record - ""Animal Love""",Music,Music,USD,15 07 2011,20000,2011-06-15 16:37:44,33535.05,successful,342,US,33535.05,33535.05,20000
1002884058,Top Chefs Opening Shakewell Bar & Kitchen!,Food,Food,USD,22 08 2013,100000,2013-07-23 18:18:09,102937,successful,443,US,102937,102937,100000
1002884302,Fruity Sunset adorable objets d'arts with a fruit motif.,Product Design,Design,CAD,4 09 2016,390,2016-08-05 15:12:26,342,canceled,4,CA,166.02,263.95,301
1002885178,The Lonely Himalayas,Documentary,Film & Video,USD,6 03 2014,3000,2014-02-04 03:43:40,3551,successful,60,US,3551,3551,3000
1002886944,Phrenic's Interactive Comic & Alternate Reality Game,Webcomics,Comics,USD,12 11 2014,15000,2014-10-13 09:01:33,1356,failed,27,US,1356,1356,15000
1002894446,Carnival Arts Exhibit at Miami International Airport,Art,Art,USD,27 01 2013,5000,2012-12-28 21:50:10,5001.31,successful,35,US,5001.31,5001.31,5000
1002899845,The Unassisted EP 'Revolution',Indie Rock,Music,GBP,19 11 2013,750,2013-09-20 00:21:51,822,successful,20,GB,1307,1331.71,1215.07
1002904556,The Dead of Night,Horror,Film & Video,USD,24 06 2017,3500,2017-05-22 16:55:28,1,failed,1,US,0,1,3500
1002907198,WazUpio,Music,Music,USD,9 05 2016,1000,2016-04-15 18:27:43,1,failed,1,US,1,1,1000
1002909435,Daggermond,Video Games,Games,USD,23 04 2017,20000,2017-03-24 19:52:00,1,failed,1,US,25,1,20000
1002910237,Choose Your Fate - The film that puts YOU in charge,Film & Video,Film & Video,USD,16 08 2010,3500,2010-05-25 15:49:22,547.8,failed,10,US,547.8,547.8,3500
1002911532,Lock It Jeans,Fashion,Fashion,USD,15 02 2013,20000,2012-12-27 22:40:33,165,failed,2,US,165,165,20000
1002914380,Dos Pueblos Tecnicos,Experimental,Theater,USD,2 09 2014,500,2014-08-23 02:09:32,500,successful,6,US,500,500,500
1002919742,GEEKHOLDER - Holds phone/tablet over laptop screen,Design,Design,USD,12 04 2015,12000,2015-02-21 15:04:09,359,failed,41,US,359,359,12000
1002933346,Maze Slime,Video Games,Games,USD,1 04 2016,300,2016-02-01 21:39:05,11,failed,2,US,11,11,300
1002937987,Long Range MURS Band GPS Tracker & Smartphone Communicator,Technology,Technology,USD,21 03 2017,40000,2017-02-14 17:03:14,47554.5,successful,91,US,3745,47554.5,40000
1002938908,"Local Edition Book, ""The Mortgage Game"".  Print On Demand",Nonfiction,Publishing,USD,16 03 2015,50000,2015-02-14 15:48:19,0,canceled,0,US,0,0,50000
1002939824,SINS - The Roleplaying Game,Tabletop Games,Games,GBP,19 09 2017,5000,2017-08-20 13:40:27,29498,successful,706,GB,17885.46,40023.34,6784.08
1002944526,CAKEHOUSE :Layer Studios Comics Zine.,Comics,Comics,USD,5 04 2017,1000,2017-03-06 16:34:16,1100.65,successful,29,US,0,1100.65,1000
1002946462,Courant x Montero Hawaiian shirts (Canceled),Apparel,Fashion,GBP,9 07 2016,5000,2016-06-13 16:39:05,195,canceled,8,GB,277.98,260.58,6681.45
1002957206,CLEAN READS Monthly Book Box Subscription Launch,Fiction,Publishing,USD,30 03 2017,4500,2017-02-13 01:53:18,60,canceled,2,US,5,60,4500
1002958908,1of10: T-Shirt To Protest Trump / Putin Connection,Fashion,Fashion,USD,15 05 2017,216,2017-04-28 07:04:58,0,failed,0,US,0,0,216
1002959927,DOCTOR WHO: THE MENACE OF FOONF,Science Fiction,Film & Video,USD,9 09 2017,700,2017-07-26 01:17:26,796,successful,14,US,0,796,700
1002965096,Bird's Eye View 1892 Map of Atlanta - 1000 Piece Puzzle,Puzzles,Games,USD,15 09 2016,1000,2016-08-15 02:33:22,3388,successful,126,US,1444,3388,1000
1002966619,The Prelude to the Conversation,R&B,Music,USD,29 09 2014,2000,2014-08-25 18:59:22,160,failed,7,US,160,160,2000
100296818,New Social Network,Web,Technology,GBP,15 11 2014,5000,2014-10-16 00:10:16,0,failed,0,GB,0,0,7841.17
1002981465,Autopsy of a Dying Man,Publishing,Publishing,GBP,9 12 2016,55000,2016-10-25 11:10:29,0,failed,0,GB,0,0,69190.22
1002984666,Art Lovers Place,Painting,Art,USD,20 02 2015,41000,2015-01-21 00:43:29,0,failed,0,US,0,0,41000
1002985353,Bona Dea Gluten Free Goodness,Food,Food,USD,1 02 2012,8000,2011-12-22 18:43:31,8540,successful,107,US,8540,8540,8000
1002987150,How I Got Beat-Up By The FBI When I Was Four Years Old,Print,Journalism,USD,19 12 2014,160,2014-11-19 16:58:47,6,failed,1,US,6,6,160
1002997533,Pony Death Ride is making an album!,Music,Music,USD,1 09 2012,1200,2012-07-30 18:12:11,1360.48,successful,35,US,1360.48,1360.48,1200
100301082,"Feliz año nuevo, mamá.",Theater,Theater,MXN,4 02 2018,49000,2017-12-06 03:36:06,1000,live,2,MX,53.52,52.32,2563.83
1003011722,Help Kasper release his newest mixtape! (Canceled),Hip-Hop,Music,USD,23 03 2012,2000,2012-02-22 03:03:29,0,canceled,0,US,0,0,2000
100301303,Love Animals - Debut EP Project,Music,Music,USD,14 03 2013,1200,2013-02-12 20:28:44,35,failed,2,US,35,35,1200
1003014108,The Unknown: Arizona,Documentary,Film & Video,USD,13 04 2016,3500,2016-03-15 22:42:54,5,failed,1,US,5,5,3500
100301891,Bridge of Sighs Short Film -- Part 2,Shorts,Film & Video,USD,16 11 2012,1400,2012-11-08 19:55:58,1405,successful,12,US,1405,1405,1400
1003023003,The Making of Ashley Kelley's Debut Album,Music,Music,USD,9 04 2015,3500,2015-03-10 20:06:13,3576,undefined,0,"N,0""",,3576,3500
